ID,start_time,completion_time,survey_duration,profession_1,hobby_coding_2,employment_3,region_4,city_5,age_range_6,new_tool_7,prim_opsyst_14,rather_opsyst_15,purch_influence_16,solution_research_17,highest_edu_18,prim_study_19,edu_importance_20,change_edu_21,job_satisfaction_22,company_size_23,weekly_work_hours_24,overtime_work_25,company_onboarding_process_26,improve_onboarding_27,monthly_salary_28,job_status_29,drivers_for_new_jobs_30,how_learn_about_company_31,dev_community_member_32,which_dev_community_33,age_optional_34,gender_35,transgender_36,sexual_orientation_37,ethnicity_38,disabilitys_39,mental_illness_40,dependents_41,survey_length_42,survey_difficulty_43,final_thoughts_44
223,2020-12-03T12:25:09Z,2020-12-03T15:52:06Z,12417,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"Ada-Foah, Ghana",31 - 35,Every few months,MacOS,MacOS,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;,Bachelor,Information_Technology,Fairly important,I would study Computer Science,Slightly satisfied,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Wanting to work with new technologies;Better work/life balance;Curious about other opportunities;Wanting to share accomplishments with a wider network;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;",Yes,Stack Overflow;Angular Developers;Real Python,33,Man,,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
224,2020-12-03T21:22:42Z,2020-12-03T21:33:48Z,666,I am a developer by profession,No,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"Amasaman, Ghana",20 - 25,Every few months,Windows,MacOS,I have some influence,YouTube ;,Bachelor,Computer_Science_Engineering,Somewhat important,change my school,Slightly dissatisfied,Below 20,120,Frequently: 3 or more days per week,No,Roles could be properly defined and documented,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to improve your skills;,"Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
225,2020-12-03T21:40:04Z,2020-12-03T21:49:42Z,578,I am a student who is learning to code,Yes,Student,Ashanti Region,"Kumasi, Ghana",Below 20,Every few months,Windows,Windows,I have little or no influence,Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,General_Science,Fairly important,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to work with new technologies;Curious about other opportunities;Wanting to improve your skills;,,No,,18,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,I prefer not to answer;,No,Appropriate in length,Easy,
226,2020-12-04T13:36:33Z,2020-12-04T13:50:15Z,822,I am a student who is learning to code,Yes,Employed part-time,Ashanti Region,"Kumasi, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;,Professional_Diploma,Health_Science,Fairly important,,,Below 10,30,Rarely: 1-2 days per year or less,Yes,,"Less than GHS 1,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Better compensation;Better work/life balance;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
227,2020-12-05T17:28:59Z,2020-12-05T17:36:11Z,432,I am a student who is learning to code,Yes,"Not employed, but looking for work",Greater Accra Region,"adenta, Ghana",20 - 25,Every few months,Windows,MacOS,I have some influence,Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Fairly important,,Slightly dissatisfied,Below 20,50,Frequently: 3 or more days per week,No,I am quitting after nss,"Less than GHS 1,500",I am actively looking for a job,Better work/life balance;Better compensation;Curious about other opportunities;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,DevCongress;Facebook Developer Circle,22,Man,No,Prefer not to say,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
228,2020-12-05T18:19:09Z,2020-12-05T18:34:22Z,913,I am a student who is learning to code,No,Student,"Eastern Region, Ghana","Somanya, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Start a free trial;,Secondary_High_School,Other_Engineering,Critically important,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;,"Publicly available financial information (e.g. Crunchbase);Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Students Scholar Network,21,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,Hope to hear from you with opportunities
229,2020-12-05T18:31:41Z,2020-12-05T18:41:39Z,598,I am a developer by profession,Yes,Employed part-time,Greater Accra Region,"accra, Ghana",20 - 25,This varies depending on work and projects,Linux-based,MacOS,I have some influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Somewhat important,,Very satisfied,Below 10,40,Often: 1-2 days per week,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;",Yes,DevCongress,22,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
230,2020-12-05T18:11:46Z,2020-12-05T18:47:00Z,2114,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"Labadi, Ghana",26 - 30,Every few months,Windows,MacOS,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Very important,Master degree,Slightly satisfied,Below 20,60,Often: 1-2 days per week,Yes,,"GHS 2,000 - GHS 2,500",I am actively looking for a job,Better compensation;Better work/life balance;Wanting to work with new technologies;Curious about other opportunities;Wanting to share accomplishments with a wider network;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",No,,26,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,
231,2020-12-05T19:00:03Z,2020-12-05T19:15:29Z,926,I am a student who is learning to code,Yes,Student,Volta Region,"Akatsi, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,Computer_Science_Engineering,Critically important,,Slightly dissatisfied,Below 10,20,Occasionally: 1-2 days per quarter but less than monthly,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Trouble with leadership at my company;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,,Man,No,Prefer not to say,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
232,2020-12-05T19:33:57Z,2020-12-05T19:41:06Z,429,I am a developer by profession,Yes,Employed part-time,Greater Accra Region,"teshie, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Start a free trial;Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Fairly important,,Neither satisfied nor dissatisfied,1,0,Never,No,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Wanting to share accomplishments with a wider network;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Publicly available financial information (e.g. Crunchbase);",Yes,PyLadies Ghana;Django Girls,23,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Difficult,
233,2020-12-05T19:13:01Z,2020-12-05T20:03:18Z,3017,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"Madina, Ghana",20 - 25,,Windows,Linux-based,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Somewhat important,,Neither satisfied nor dissatisfied,Below 100,40,Frequently: 3 or more days per week,No,Communication,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;",Yes,Hacklab Foundation;Ghana Tech Lab;Ho Node Hub;Facebook Developer Circle;IoT Network Hub,22,Man,No,Straight / Heterosexual,Black or of African descent,I am unable to / find it difficult to walk or stand without assistance;,,No,Appropriate in length,Easy,
234,2020-12-05T20:08:00Z,2020-12-05T20:18:10Z,610,I am a student who is learning to code,Yes,Student,Ashanti Region,"Kumasi, Ghana",Below 20,Once a year,Windows,Windows,I have little or no influence,Visit developer communities like Stack Overflow;Start a free trial;,Secondary_High_School,General_Science,Critically important,More Focus on Mathematics,Very dissatisfied,1,20,Never,Yes,Developing better internship systems for prospective workers,"Less than GHS 1,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;",Yes,Stack Overflow;Microsoft Learn Student Ambassador,18,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,Looking forward to working with Hacklab Foundation
235,2020-12-05T22:47:34Z,2020-12-05T22:55:25Z,471,I am a student who is learning to code,No,Student,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Windows,Windows,I have a great deal of influence,Ask developers I know/work with;Start a free trial;,Secondary_High_School,Computer_Science_Engineering,Fairly important,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Better compensation;Curious about other opportunities;Wanting to share accomplishments with a wider network;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",No,,20,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
236,2020-12-05T22:52:11Z,2020-12-05T23:07:43Z,932,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,Student,"Eastern Region, Ghana","Mampong, Ghana",20 - 25,Every few months,Windows,Linux-based,I have little or no influence,Ask developers I know/work with;Start a free trial;,Secondary_High_School,Computer_Science_Engineering,Fairly important,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Curious about other opportunities;Wanting to work with new technologies;,"Personal network - friends or family;Read company media, such as employees blogs or company culture videos;",Yes,DevCongress;Developers in Vogue;Python Ghana;Women TechMakers,20,Woman,,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
237,2020-12-06T04:56:56Z,2020-12-06T05:13:06Z,970,I am a student who is learning to code,Yes,Student,Greater Accra Region,"New Ningo, Ghana",Below 20,Every few months,Windows,Linux-based,I have a great deal of influence,Read ratings or reviews on third party siteslike G2Crowd;Start a free trial;,,,,,Neither satisfied nor dissatisfied,1,48,Occasionally: 1-2 days per quarter but less than monthly,No,,,"I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;,,Yes,CodeHive,19,Man,,,Black or of African descent,None of the above;,None of the above;,No,,,
238,2020-12-06T16:23:14Z,2020-12-06T16:36:57Z,823,I am a student who is learning to code,Yes,"Not employed, but looking for work",Greater Accra Region,"tema, Ghana",20 - 25,Every few months,Windows,Windows,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,Business,Fairly important,,,1,40,Often: 1-2 days per week,Yes,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Wanting to share accomplishments with a wider network;Better work/life balance;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,,20,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
239,2020-12-06T18:16:03Z,2020-12-06T18:29:53Z,830,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"adenta, Ghana",31 - 35,Every few months,MacOS,MacOS,I have some influence,Visit developer communities like Stack Overflow;,Bachelor,Social_Science,Somewhat important,more practical work,Very dissatisfied,Below 100,6,Occasionally: 1-2 days per quarter but less than monthly,No,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,React Developers,32,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
240,2020-12-06T18:50:16Z,2020-12-06T19:04:24Z,848,I am a student who is learning to code,No,Student,Greater Accra Region,"awoshie, Ghana",20 - 25,,Windows,Linux-based,,Start a free trial;Ask developers I know/work with;,Bachelor,Information_Technology,Very important,The business course in secondary school,,,,,,,,"I'm not actively looking, but I am open to new opportunities",,,Yes,Slack,,Man,No,,Black or of African descent,,,,Appropriate in length,Neither easy nor difficult,It was a great survey .....Hope my answers would be of immense help
241,2020-12-06T23:45:11Z,2020-12-06T23:54:06Z,535,I am a student who is learning to code,Yes,Student,Greater Accra Region,"Gbawe, Ghana",Below 20,Every few months,Windows,MacOS,I have some influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Very important,,,,,Often: 1-2 days per week,,,,"I'm not actively looking, but I am open to new opportunities",,,,,19,Woman,No,,Black or of African descent,,,No,Appropriate in length,Neither easy nor difficult,
242,2020-12-07T14:57:03Z,2020-12-07T15:06:24Z,561,I am a student who is learning to code,Yes,Student,Greater Accra Region,"accra, Ghana",Below 20,Every few months,Windows,MacOS,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,Web_Development_Web_Design,Very important,,,1,,,,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;",No,,19,Man,,,,,,,Appropriate in length,Easy,
243,2020-12-07T18:47:21Z,2020-12-07T18:58:43Z,682,I code primarily as a hobby,Yes,National service,Greater Accra Region,"kasoa, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have little or no influence,Visit developer communities like Stack Overflow;,Bachelor,Health_Science,Very important,Yes,Neither satisfied nor dissatisfied,Below 100,30,Never,No,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read company media, such as employees blogs or company culture videos;",Yes,Facebook Developer Circle,21,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
244,2020-12-07T20:18:28Z,2020-12-07T21:05:32Z,2824,I am a developer by profession,Yes,"Independent contractor, freelancer, or self-employed","Eastern Region, Ghana","Koforidua, Ghana",20 - 25,Every few months,Windows,MacOS,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;YouTube Videos;,Higher_National_Diploma,Computer_Science_Engineering,Not at all important/not necessary,Nothing,Very satisfied,Below 10,60,Frequently: 3 or more days per week,Yes,With some experience,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Wanting to share accomplishments with a wider network;Better compensation;Funds to seed stuffs;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Google & their website;",No,,22,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,"Yo, we good [;>)"
245,2020-12-08T01:34:19Z,2020-12-08T01:46:00Z,701,I am a student who is learning to code,Yes,Student,Greater Accra Region,"Amanfrom, Ghana",Below 20,Every few months,Windows,Linux-based,I have a great deal of influence,Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;,Secondary_High_School,Web_Development_Web_Design,Very important,Nothing,Slightly satisfied,Below 10,6,Occasionally: 1-2 days per quarter but less than monthly,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Better work/life balance;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",No,,20,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,Great survey
246,2020-12-08T02:58:17Z,2020-12-08T03:16:41Z,1104,I am a developer by profession,No,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have a great deal of influence,Start a free trial;Read ratings or reviews on third party siteslike G2Crowd;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Very important,Nothing,Very satisfied,Over 100,30,Sometimes: 1-2 days per month but less than weekly,Yes,,,"I'm not actively looking, but I am open to new opportunities",to be in an environment where am challenged beyond my current capabilities;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,GADS;React / React Native Communities;Gophers,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
247,2020-12-08T07:37:32Z,2020-12-08T07:49:55Z,743,I am a student who is learning to code,Yes,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"accra, Ghana",26 - 30,Every few months,Windows,Windows,I have a great deal of influence,Start a free trial;Ask developers I know/work with;,Bachelor,Agricultural_Science,Very important,I woud have added something else to my studies,Neither satisfied nor dissatisfied,1,30,Occasionally: 1-2 days per quarter but less than monthly,No,Capacity building,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Looking to relocate;Wanting to improve your skills;Curious about other opportunities;Better compensation;Wanting to share accomplishments with a wider network;Better work/life balance;,"Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,GitHub,29,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,I have an anxiety disorder;,Yes,Appropriate in length,Neither easy nor difficult,Make me the winner. I only took because of the cash prize
248,2020-12-08T18:23:55Z,2020-12-08T18:31:41Z,466,I am a developer by profession,Yes,"Not employed, but looking for work","Western Region, Ghana","Tarkwa, Ghana",Below 20,Every few months,Linux-based,Linux-based,I have some influence,Visit developer communities like Stack Overflow;,Secondary_High_School,Computer_Science_Engineering,Not at all important/not necessary,I woud not go to university,Slightly satisfied,1,40,Often: 1-2 days per week,Yes,,"Less than GHS 1,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Aenics;Diversity Tech,19,Man,No,Prefer not to say,Black or of African descent,I am blind / have difficulty seeing;,None of the above;,No,Appropriate in length,Easy,
249,2020-12-08T19:11:06Z,2020-12-08T19:23:07Z,721,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"adenta, Ghana",20 - 25,Every few months,Windows,MacOS,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Fairly important,,Very satisfied,Below 100,9,Often: 1-2 days per week,No,Proper documentation of existing softwares,"GHS 5,000 - GHS 6,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Facebook Developer Circle;Developers in Vogue;Google Women Techmakers Accra;Google Developer Group,22,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
250,2020-12-08T20:38:07Z,2020-12-08T20:53:03Z,896,I am a developer by profession,Yes,Employed part-time,Greater Accra Region,"Kwabenya, Ghana",20 - 25,Every few months,Windows,Linux-based,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Fairly important,,Slightly dissatisfied,Below 10,,Never,Yes,,"Less than GHS 1,500",I am actively looking for a job,Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
251,2020-12-08T21:06:17Z,2020-12-08T21:33:50Z,1653,I am a developer by profession,No,"Not employed, but looking for work","Eastern Region, Ghana","Koforidua, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Fairly important,,Neither satisfied nor dissatisfied,Below 100,40,Occasionally: 1-2 days per quarter but less than monthly,,,,I am actively looking for a job,Wanting to work with new technologies;Wanting to improve your skills;Curious about other opportunities;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,,,,,,,,,,Too long,Neither easy nor difficult,
252,2020-12-08T13:39:16Z,2020-12-08T22:27:46Z,31710,I am a student who is learning to code,Yes,Employed part-time,Greater Accra Region,"tema, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Mathematics_Statistics,Very important,,Neither satisfied nor dissatisfied,Below 10,45,Frequently: 3 or more days per week,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Google Developer Student Club;Flutter Ghana,21,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Easy,
253,2020-12-08T22:52:28Z,2020-12-08T23:27:25Z,2097,"I used to be a developer by profession, but no longer am",Yes,Employed full-time,Greater Accra Region,"Legon, Ghana",26 - 30,Once a year,Windows,Windows,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Critically important,,Slightly satisfied,Below 100,40,Rarely: 1-2 days per year or less,Yes,,"GHS 1,500 - GHS 2,000",I am not interested in new job oportunities,Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;",Yes,Facebook Developer Circle,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Easy,
254,2020-12-09T01:36:24Z,2020-12-09T01:55:20Z,1136,I am a student who is learning to code,Yes,Student,Greater Accra Region,"Aplaku New weija, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have little or no influence,Start a free trial;,Secondary_High_School,Computer_Science_Engineering,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;,,No,,22,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Difficult,Thank you for this survey
255,2020-12-09T10:02:52Z,2020-12-09T10:10:26Z,454,I am a student who is learning to code,Yes,Student,Greater Accra Region,"accra, Ghana",20 - 25,Once a year,Windows,Linux-based,I have little or no influence,Ask developers I know/work with;,Bachelor,Other_Engineering,Very important,,Very satisfied,NA,,,,,,"I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Developers in Vogue,20,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
256,2020-12-09T10:12:10Z,2020-12-09T10:20:06Z,476,I am a student who is learning to code,Yes,"Not employed, but looking for work",Greater Accra Region,"adenta, Ghana",20 - 25,,Windows,Linux-based,I have some influence,Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Somewhat important,,Very dissatisfied,1,4,Rarely: 1-2 days per year or less,,,"Less than GHS 1,500",I am actively looking for a job,Curious about other opportunities;,"Read company media, such as employees blogs or company culture videos;",Yes,,23,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Easy,
257,2020-12-09T11:46:21Z,2020-12-09T12:10:11Z,1430,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,Employed part-time,Greater Accra Region,"Mallam, Ghana",20 - 25,Every few months,Windows,Windows,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Fairly important,"I'd probably have studied general arts in senior high, then turned the Computer Science department ict labs into my playground in University.",Very dissatisfied,Below 100,30,Often: 1-2 days per week,Yes,I think just keep doing what they're doing will suffice.,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better work/life balance;Better compensation;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Developers in Vogue;Hacklab Foundation;Developer Student Club - KNUST,22,Woman,,,Black or of African descent,,,Yes,Too long,Neither easy nor difficult,I think this survey was good
258,2020-12-09T13:29:59Z,2020-12-09T13:59:22Z,1763,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Start a free trial;,College,Web_Development_Web_Design,Fairly important,Nothing,Neither satisfied nor dissatisfied,Below 100,40,Sometimes: 1-2 days per month but less than weekly,No,,"GHS 2,000 - GHS 2,500","I'm not actively looking, but I am open to new opportunities",Better compensation;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Django Girls;Facebook Developer Circle;Andela Learning Community,21,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,Not really.
259,2020-12-09T19:06:40Z,2020-12-09T19:41:33Z,2093,"I am not primarily a developer, but I write code sometimes as part of my work",No,"Not employed, but looking for work",Greater Accra Region,"Kwabenya, Ghana",26 - 30,Once a year,Windows,MacOS,,Visit developer communities like Stack Overflow;Start a free trial;Ask developers I know/work with;,Higher_National_Diploma,Graphic_Design,Fairly important,,,,,,,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Wanting to improve your skills;Better compensation;Better work/life balance;Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;",Yes,IOT Network Hub;Ghana Tech Lab;Accra Power platform,29,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,I prefer not to say,Appropriate in length,Neither easy nor difficult,I am a professional Graphic Designer and a beginner in web development. I am looking for an opportunity to work as an intern.
